,Content ID,Content Type,Category,Type,Datetime,Sentiment,Score
29,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,2020-11-07 08:36:27,neutral,20
30,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,2021-02-24 11:37:57,neutral,20
31,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,2021-05-24 03:21:13,neutral,20
32,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,2020-08-23 10:30:37,neutral,20
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,2021-02-24 05:09:23,positive,75
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,2020-08-28 03:57:20,positive,75
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,2021-01-24 11:03:43,positive,75
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,2021-02-02 03:43:43,positive,75
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,intrigued,2021-01-31 16:03:56,positive,45
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,intrigued,2020-08-25 08:21:56,positive,45
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,worried,2021-04-11 20:47:13,negative,12
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,worried,2021-03-02 19:21:19,negative,12
41,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,worried,2021-05-10 09:27:42,negative,12
42,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,like,2021-06-13 16:46:06,positive,50
43,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,heart,2021-04-11 14:29:59,positive,60
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,want,2021-02-13 07:54:01,positive,70
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,disgust,2021-03-28 21:15:26,negative,0
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,dislike,2020-06-25 17:01:58,negative,10
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,scared,2021-02-11 04:53:56,negative,15
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,peeking,2020-08-20 18:17:06,neutral,35
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,peeking,2020-08-20 07:59:11,neutral,35
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,hate,2021-03-08 10:40:53,negative,5
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,hate,2021-05-25 01:00:28,negative,5
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,love,2021-05-05 16:26:43,positive,65
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,love,2020-08-31 00:21:56,positive,65
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,love,2020-09-23 11:15:19,positive,65
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,indifferent,2020-07-07 10:52:30,neutral,20
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,intrigued,2020-09-13 00:11:50,positive,45
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,like,2021-03-15 12:17:43,positive,50
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,like,2021-03-24 05:56:19,positive,50
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,Healthy eating,heart,2021-06-16 03:02:28,positive,60
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,disgust,2020-08-04 05:40:33,negative,0
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,dislike,2021-05-11 08:38:47,negative,10
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,dislike,2020-11-23 22:46:17,negative,10
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,dislike,2021-04-23 23:41:18,negative,10
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,scared,2020-09-20 08:48:13,negative,15
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,scared,2020-12-11 14:08:51,negative,15
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,interested,2021-06-06 01:27:19,positive,30
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,interested,2021-05-09 02:42:43,positive,30
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,interested,2021-06-09 10:13:56,positive,30
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,interested,2020-11-12 04:54:46,positive,30
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,peeking,2020-11-12 08:00:05,neutral,35
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,cherish,2020-07-20 14:06:31,positive,70
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,hate,2020-12-07 19:13:23,negative,5
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,hate,2020-11-18 23:37:37,negative,5
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,hate,2020-08-01 19:16:01,negative,5
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,love,2020-10-29 19:41:49,positive,65
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,super love,2020-08-03 16:41:04,positive,75
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,super love,2021-03-04 23:58:54,positive,75
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,worried,2020-08-04 19:26:08,negative,12
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,like,2021-06-14 07:56:56,positive,50
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,like,2021-06-05 18:00:42,positive,50
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,heart,2020-12-25 00:09:41,positive,60
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,heart,2020-06-21 16:57:09,positive,60
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,heart,2021-05-14 12:47:27,positive,60
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,want,2020-07-09 16:47:07,positive,70
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,want,2020-11-13 00:33:42,positive,70
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,adore,2021-01-10 15:36:01,positive,72
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,adore,2020-10-24 12:15:34,positive,72
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,adore,2020-08-07 04:09:29,positive,72
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,adore,2020-10-23 21:19:27,positive,72
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,Healthy eating,adore,2020-11-14 23:53:51,positive,72
91,356fff80-da4d-4785-9f43-bc1261031dc6,photo,Technology,scared,2020-10-15 09:11:23,negative,15
92,356fff80-da4d-4785-9f43-bc1261031dc6,photo,Technology,hate,2020-09-16 08:39:40,negative,5
93,356fff80-da4d-4785-9f43-bc1261031dc6,photo,Technology,indifferent,2020-10-29 15:38:26,neutral,20
94,356fff80-da4d-4785-9f43-bc1261031dc6,photo,Technology,worried,2021-04-03 12:17:12,negative,12
95,356fff80-da4d-4785-9f43-bc1261031dc6,photo,Technology,heart,2020-10-27 05:45:15,positive,60
96,356fff80-da4d-4785-9f43-bc1261031dc6,photo,Technology,heart,2021-05-07 09:16:35,positive,60
97,356fff80-da4d-4785-9f43-bc1261031dc6,photo,Technology,want,2020-09-27 22:15:54,positive,70
98,01ab84dd-6364-4236-abbb-3f237db77180,video,Food,scared,2021-05-24 18:03:26,negative,15
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,dislike,2020-11-04 21:25:52,negative,10
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,dislike,2021-05-26 06:09:46,negative,10
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,dislike,2021-02-25 03:16:57,negative,10
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,interested,2021-02-25 20:02:53,positive,30
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,interested,2021-01-03 08:44:25,positive,30
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,peeking,2021-02-15 13:06:04,neutral,35
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,peeking,2020-07-21 02:12:26,neutral,35
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,peeking,2020-09-01 21:18:45,neutral,35
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,cherish,2021-02-16 04:01:15,positive,70
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,cherish,2021-01-18 13:39:54,positive,70
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,hate,2021-05-02 03:45:03,negative,5
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,love,2020-06-23 22:12:03,positive,65
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,indifferent,2021-01-06 00:35:24,neutral,20
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,indifferent,2020-10-24 14:06:32,neutral,20
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,intrigued,2020-12-07 22:50:16,positive,45
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,worried,2021-05-27 15:21:54,negative,12
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,like,2020-12-03 16:47:33,positive,50
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,like,2021-05-22 21:03:24,positive,50
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,want,2021-01-28 08:49:29,positive,70
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,adore,2020-11-25 12:45:41,positive,72
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,adore,2021-05-14 14:33:17,positive,72
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,Cooking,adore,2021-05-10 22:07:25,positive,72
121,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,disgust,2021-01-14 07:21:32,negative,0
122,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,disgust,2021-01-13 23:35:56,negative,0
123,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,disgust,2021-02-11 20:10:20,negative,0
124,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,dislike,2021-02-27 00:21:50,negative,10
125,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,dislike,2020-12-26 19:46:34,negative,10
126,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,scared,2020-08-02 06:20:43,negative,15
127,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,scared,2021-03-02 22:47:19,negative,15
128,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,scared,2020-12-27 17:04:31,negative,15
129,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,scared,2021-02-11 03:51:01,negative,15
130,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,scared,2020-11-25 13:01:22,negative,15
131,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,interested,2020-06-24 09:31:00,positive,30
132,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,interested,2021-06-14 13:44:48,positive,30
133,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,interested,2020-12-07 19:07:35,positive,30
134,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,interested,2020-12-28 08:31:27,positive,30
135,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,interested,2020-10-26 05:27:32,positive,30
136,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,interested,2020-10-11 18:31:06,positive,30
137,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,peeking,2020-09-16 07:33:24,neutral,35
138,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,cherish,2021-02-12 16:37:36,positive,70
139,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,cherish,2020-08-03 06:29:58,positive,70
140,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,hate,2021-05-21 07:23:46,negative,5
141,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,hate,2021-02-07 21:39:16,negative,5
142,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,hate,2020-10-17 11:46:24,negative,5
143,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,love,2021-02-01 02:40:09,positive,65
144,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,indifferent,2020-11-08 10:53:19,neutral,20
145,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,indifferent,2021-03-31 09:48:00,neutral,20
146,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,super love,2020-10-21 09:07:21,positive,75
147,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,intrigued,2021-01-24 00:38:50,positive,45
148,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,intrigued,2021-01-21 18:28:01,positive,45
149,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,worried,2021-03-18 01:53:44,negative,12
150,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,worried,2020-08-22 12:06:49,negative,12
151,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,worried,2020-09-26 18:43:58,negative,12
152,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,like,2021-03-28 23:25:16,positive,50
153,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,like,2020-08-09 19:41:24,positive,50
154,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,heart,2021-04-28 15:22:49,positive,60
155,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,heart,2020-12-23 04:11:42,positive,60
156,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,heart,2021-03-06 05:23:29,positive,60
157,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,heart,2020-07-11 05:51:54,positive,60
158,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,heart,2021-03-19 16:23:19,positive,60
159,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,heart,2020-11-02 20:15:03,positive,60
160,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,want,2020-09-06 22:35:47,positive,70
161,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,want,2021-06-04 04:57:36,positive,70
162,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,want,2020-10-01 03:35:13,positive,70
163,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,want,2021-02-07 15:59:10,positive,70
164,3f8590c7-6ab2-4973-805a-90cdec355f05,video,Dogs,adore,2021-01-30 09:36:48,positive,72
165,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,Technology,super love,2021-02-05 17:00:19,positive,75
166,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,Technology,worried,2020-07-25 00:00:21,negative,12
167,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,Technology,heart,2021-02-19 16:29:59,positive,60
168,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,Technology,want,2021-03-31 15:24:36,positive,70
169,0bedca96-fb76-4287-a83c-17330ed39cce,photo,Soccer,cherish,2021-04-22 02:08:07,positive,70
170,0bedca96-fb76-4287-a83c-17330ed39cce,photo,Soccer,hate,2021-02-01 00:15:07,negative,5
171,0bedca96-fb76-4287-a83c-17330ed39cce,photo,Soccer,love,2021-06-04 14:36:48,positive,65
172,0bedca96-fb76-4287-a83c-17330ed39cce,photo,Soccer,love,2020-11-26 13:42:17,positive,65
173,0bedca96-fb76-4287-a83c-17330ed39cce,photo,Soccer,indifferent,2021-01-13 13:11:03,neutral,20
174,0bedca96-fb76-4287-a83c-17330ed39cce,photo,Soccer,super love,2020-06-26 10:33:08,positive,75
175,0bedca96-fb76-4287-a83c-17330ed39cce,photo,Soccer,intrigued,2020-11-26 02:25:57,positive,45
176,0bedca96-fb76-4287-a83c-17330ed39cce,photo,Soccer,worried,2021-01-02 16:46:38,negative,12
177,0bedca96-fb76-4287-a83c-17330ed39cce,photo,Soccer,like,2020-08-15 18:16:38,positive,50
178,0bedca96-fb76-4287-a83c-17330ed39cce,photo,Soccer,want,2020-08-25 19:18:58,positive,70
179,0bedca96-fb76-4287-a83c-17330ed39cce,photo,Soccer,adore,2020-07-13 02:38:53,positive,72
180,0bedca96-fb76-4287-a83c-17330ed39cce,photo,Soccer,adore,2020-08-19 13:38:44,positive,72
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,disgust,2021-05-27 01:44:22,negative,0
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,disgust,2021-02-13 04:14:45,negative,0
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,dislike,2021-03-29 06:57:35,negative,10
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,dislike,2020-07-15 16:03:17,negative,10
185,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,scared,2021-03-04 02:46:37,negative,15
186,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,scared,2021-01-21 07:08:24,negative,15
187,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,scared,2021-01-31 13:48:15,negative,15
188,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,scared,2021-01-07 18:39:43,negative,15
189,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,scared,2021-04-15 13:50:58,negative,15
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,scared,2020-11-07 00:47:34,negative,15
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,peeking,2020-07-06 11:18:23,neutral,35
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,peeking,2021-06-14 11:45:51,neutral,35
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,cherish,2020-08-22 01:25:23,positive,70
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,cherish,2021-04-24 06:56:18,positive,70
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,hate,2020-12-24 03:24:57,negative,5
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,hate,2020-11-21 08:24:23,negative,5
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,love,2020-06-30 01:14:13,positive,65
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,indifferent,2020-07-21 21:27:18,neutral,20
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,indifferent,2020-10-24 15:37:55,neutral,20
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,indifferent,2021-02-22 02:48:34,neutral,20
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,super love,2021-04-07 03:15:32,positive,75
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,intrigued,2020-11-21 21:25:27,positive,45
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,intrigued,2021-03-21 14:39:14,positive,45
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,intrigued,2020-07-09 08:58:04,positive,45
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,worried,2020-07-15 19:28:53,negative,12
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,worried,2020-11-20 13:18:45,negative,12
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,like,2020-11-02 06:09:02,positive,50
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,like,2021-03-27 04:56:15,positive,50
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,like,2020-10-08 17:23:39,positive,50
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,like,2021-05-29 21:34:57,positive,50
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,heart,2020-09-07 14:42:05,positive,60
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,heart,2020-09-30 14:05:52,positive,60
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,heart,2020-07-19 19:28:53,positive,60
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,heart,2020-11-12 23:55:59,positive,60
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,want,2021-04-14 00:56:54,positive,70
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,want,2021-05-20 16:11:03,positive,70
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,want,2021-02-21 05:01:29,positive,70
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,want,2020-12-01 15:06:19,positive,70
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,adore,2021-01-07 14:08:59,positive,72
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,adore,2020-07-14 04:36:58,positive,72
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,adore,2020-06-26 23:45:10,positive,72
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,Public speaking,adore,2020-10-01 15:10:15,positive,72
223,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,disgust,2020-11-07 08:49:52,negative,0
224,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,scared,2020-10-31 21:46:10,negative,15
225,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,scared,2021-04-21 00:21:08,negative,15
226,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,cherish,2021-04-28 15:16:13,positive,70
227,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,hate,2020-08-23 04:39:40,negative,5
228,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,love,2020-08-02 21:20:42,positive,65
229,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,love,2020-12-22 04:20:41,positive,65
230,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,love,2021-03-26 05:42:40,positive,65
231,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,indifferent,2021-01-31 00:54:10,neutral,20
232,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,super love,2020-06-30 13:08:43,positive,75
233,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,super love,2020-10-25 02:39:21,positive,75
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,intrigued,2020-07-28 07:01:21,positive,45
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,intrigued,2020-10-15 12:09:51,positive,45
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,intrigued,2020-07-19 10:33:01,positive,45
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,Science,intrigued,2020-07-06 02:08:44,positive,45
